state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,latitude,longitude,cluster,cluster_size
Telangana,Unknown,2022,October,Tuesday,21:56,Fatal,5,Bus,0,1,Rainy,State Highway,Under Construction,Dark,Signals,43,41,Female,Expired,No,Straight Road,20.61838306006464,78.68889265510373,0,2907
Kerala,Unknown,2019,December,Monday,3:10,Serious,3,Two-Wheeler,8,4,Foggy,Village Road,Wet,Daylight,Signs,82,62,Male,,Yes,Curve,20.492558421476602,78.94112419290212,0,2907
Maharashtra,Mumbai,2023,October,Tuesday,21:37,Minor,2,Auto-Rickshaw,7,1,Stormy,Village Road,Dry,Dark,Signs,32,19,Female,Expired,No,Intersection,19.784936557823247,75.71617518756076,0,2907
Uttar Pradesh,Varanasi,2018,September,Sunday,19:32,Minor,3,Cycle,1,5,Stormy,Village Road,Dry,Dusk,Signs,109,36,Male,Expired,Yes,Curve,27.137971257274437,80.81183938003579,0,2907
Uttar Pradesh,Kanpur,2021,February,Wednesday,14:26,Serious,2,Two-Wheeler,1,1,Stormy,National Highway,Under Construction,Dawn,,48,60,Female,Valid,Yes,Intersection,26.82455395431526,81.18853801755589,0,2907
Gujarat,Vadodara,2021,June,Tuesday,22:28,Fatal,2,Cycle,2,3,Foggy,Village Road,Dry,Dusk,Police Checkpost,41,63,Female,Valid,No,Straight Road,22.223063922735122,71.06283250024505,0,2907
Bihar,Unknown,2018,December,Tuesday,5:56,Fatal,4,Bus,10,1,Rainy,State Highway,Damaged,Dawn,Signals,100,47,Male,Valid,No,Intersection,25.046735265993398,85.30008188474429,0,2907
Tripura,Unknown,2019,February,Monday,21:18,Minor,5,Pedestrian,2,5,Foggy,Village Road,Under Construction,Dusk,,99,57,Female,,Yes,Bridge,20.477775655413097,79.07319151418504,0,2907
Uttarakhand,Unknown,2022,March,Friday,19:27,Fatal,1,Bus,5,1,Foggy,Urban Road,Damaged,Daylight,Police Checkpost,72,18,Female,Expired,No,Bridge,20.374785097120306,79.01323172717485,0,2907
Manipur,Unknown,2021,October,Saturday,3:37,Fatal,4,Cycle,9,0,Clear,Village Road,Under Construction,Dawn,Signs,65,51,Female,Valid,No,Bridge,20.47874214414491,79.00713563079384,0,2907
Punjab,Unknown,2019,April,Sunday,17:59,Minor,1,Auto-Rickshaw,4,1,Foggy,Urban Road,Dry,Dusk,Police Checkpost,110,62,Male,Expired,No,Intersection,20.324593456894885,78.8065528245445,0,2907
Haryana,Unknown,2018,July,Wednesday,0:13,Fatal,1,Car,9,3,Rainy,State Highway,Under Construction,Dawn,Signs,40,31,Male,Valid,No,Straight Road,20.345160108553927,78.75780010298027,0,2907
Rajasthan,Udaipur,2020,May,Sunday,3:20,Fatal,2,Two-Wheeler,2,5,Stormy,National Highway,Damaged,Dusk,Signals,59,52,Female,,No,Intersection,26.957800547758147,74.45205365316441,1,93
Gujarat,Surat,2018,February,Tuesday,17:10,Fatal,1,Bus,5,0,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,75,18,Male,Expired,Yes,Curve,22.463469968448315,71.11668136007209,0,2907
Bihar,Unknown,2020,March,Monday,18:13,Minor,2,Auto-Rickshaw,6,2,Foggy,Urban Road,Damaged,Dark,Signals,81,63,Female,,No,Bridge,25.169929055173906,85.25762077860863,0,2907
Odisha,Unknown,2018,April,Thursday,12:55,Fatal,4,Auto-Rickshaw,1,5,Rainy,Village Road,Wet,Dark,Police Checkpost,78,34,Male,,No,Straight Road,20.54236011034655,78.90167081542558,0,2907
Assam,Unknown,2019,June,Tuesday,22:0,Fatal,2,Pedestrian,2,0,Foggy,Village Road,Wet,Dark,Police Checkpost,68,37,Male,Valid,No,Straight Road,20.550871551466628,79.23275507569909,0,2907
Odisha,Unknown,2021,March,Monday,23:6,Serious,5,Auto-Rickshaw,5,5,Rainy,State Highway,Dry,Dawn,Signals,48,43,Female,Valid,Yes,Intersection,20.554822351601956,79.00171649087666,0,2907
Punjab,Unknown,2020,December,Wednesday,5:4,Minor,4,Two-Wheeler,3,5,Rainy,Village Road,Damaged,Dawn,,44,18,Female,Expired,Yes,Bridge,20.40607645876074,78.79360424720554,0,2907
Manipur,Unknown,2020,January,Saturday,3:43,Minor,2,Truck,7,2,Hazy,Village Road,Damaged,Daylight,,116,64,Female,,No,Straight Road,20.346176918932166,78.91499374468307,0,2907
Jharkhand,Unknown,2023,August,Tuesday,16:17,Minor,5,Auto-Rickshaw,1,3,Hazy,Village Road,Damaged,Dusk,Signs,77,46,Male,,Yes,Intersection,20.839445588707925,78.77606630020477,0,2907
Telangana,Unknown,2019,January,Friday,8:39,Serious,3,Two-Wheeler,4,4,Stormy,Urban Road,Damaged,Daylight,Signs,54,19,Male,Valid,Yes,Straight Road,20.433495287503412,78.67001041103558,0,2907
Gujarat,Surat,2018,June,Saturday,10:36,Serious,4,Auto-Rickshaw,0,5,Foggy,National Highway,Dry,Dark,Police Checkpost,57,63,Female,,No,Intersection,22.46665667907522,71.3493048877871,0,2907
Andhra Pradesh,Tirupati,2018,May,Saturday,3:28,Serious,1,Two-Wheeler,2,0,Hazy,Village Road,Wet,Daylight,,38,18,Male,,No,Bridge,15.795552811058272,79.59737211990178,0,2907
Bihar,Unknown,2021,December,Friday,17:16,Fatal,3,Car,3,0,Foggy,Urban Road,Dry,Dark,Signals,106,61,Female,Valid,Yes,Curve,25.377993199629223,85.35079854656668,0,2907
Tamil Nadu,Coimbatore,2020,September,Thursday,7:6,Fatal,1,Bus,7,1,Hazy,Urban Road,Wet,Dawn,Signs,81,48,Female,Valid,Yes,Intersection,11.350268747082193,78.54687991515188,0,2907
Manipur,Unknown,2022,July,Wednesday,20:23,Serious,1,Truck,0,5,Hazy,Urban Road,Wet,Daylight,,50,30,Male,Expired,No,Intersection,20.298592086236567,78.87542684632842,0,2907
Arunachal Pradesh,Unknown,2018,April,Monday,16:34,Minor,2,Two-Wheeler,3,3,Stormy,State Highway,Damaged,Dawn,Signals,85,47,Female,Expired,No,Intersection,20.846681583186736,79.14024913586789,0,2907
Goa,Unknown,2019,April,Saturday,13:17,Minor,4,Auto-Rickshaw,8,0,Hazy,State Highway,Damaged,Dark,,99,25,Male,Expired,Yes,Curve,20.845286548680058,78.73849920058416,0,2907
Gujarat,Vadodara,2019,October,Saturday,14:16,Minor,4,Car,5,0,Rainy,State Highway,Under Construction,Daylight,Signals,33,63,Male,Expired,Yes,Straight Road,22.357045559331528,71.35153028338816,0,2907
Assam,Unknown,2021,December,Monday,2:30,Fatal,5,Truck,2,2,Clear,Urban Road,Under Construction,Daylight,Signs,85,28,Female,Expired,Yes,Bridge,20.576097364423248,78.87545929205965,0,2907
Rajasthan,Jodhpur,2018,December,Thursday,12:21,Minor,2,Car,7,3,Hazy,State Highway,Dry,Dark,Signals,43,44,Female,Expired,No,Straight Road,27.309320625755316,74.27253459329063,1,93
Gujarat,Ahmedabad,2022,June,Wednesday,5:45,Minor,1,Pedestrian,9,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,82,67,Male,,Yes,Bridge,22.498636285230987,71.48347996926447,0,2907
Jammu and Kashmir,Unknown,2021,October,Thursday,6:56,Minor,1,Pedestrian,5,5,Stormy,National Highway,Dry,Daylight,Signs,93,47,Female,Valid,No,Intersection,20.87659171635665,78.77727565846406,0,2907
Manipur,Unknown,2022,January,Monday,17:34,Fatal,2,Cycle,10,3,Hazy,Urban Road,Dry,Daylight,,64,66,Female,,No,Intersection,20.35914710104366,79.15748427912075,0,2907
Manipur,Unknown,2019,December,Monday,12:15,Fatal,3,Truck,3,2,Hazy,Urban Road,Under Construction,Dusk,Signs,46,64,Female,,Yes,Intersection,20.416829442808954,79.15791992463164,0,2907
Himachal Pradesh,Unknown,2021,April,Tuesday,6:0,Minor,4,Auto-Rickshaw,9,2,Hazy,Urban Road,Wet,Daylight,,78,21,Male,Valid,No,Bridge,20.851695613570953,79.0573567955175,0,2907
Jharkhand,Unknown,2022,June,Thursday,2:0,Serious,3,Bus,6,2,Clear,National Highway,Wet,Dawn,Signs,60,59,Female,Valid,No,Bridge,20.884219493530388,78.66630799885594,0,2907
Delhi,Rohini,2020,April,Wednesday,3:44,Fatal,2,Bus,2,5,Foggy,State Highway,Dry,Daylight,Signals,58,69,Male,Valid,Yes,Curve,20.77952362906318,79.13267949944102,0,2907
Meghalaya,Unknown,2020,December,Wednesday,20:34,Serious,2,Auto-Rickshaw,8,4,Foggy,Village Road,Wet,Dawn,Signals,75,27,Female,Valid,Yes,Curve,20.43864626467969,79.1921242058,0,2907
Punjab,Unknown,2022,January,Wednesday,20:34,Minor,3,Bus,9,2,Stormy,State Highway,Dry,Daylight,Police Checkpost,42,60,Male,Expired,No,Intersection,20.749134138917686,78.80969142554042,0,2907
Jharkhand,Unknown,2019,June,Sunday,23:32,Serious,5,Truck,4,4,Rainy,National Highway,Damaged,Daylight,Police Checkpost,76,46,Female,Expired,No,Intersection,20.720680332968644,79.23517734334405,0,2907
Telangana,Unknown,2019,September,Wednesday,8:21,Fatal,4,Cycle,2,0,Rainy,Village Road,Wet,Dawn,Police Checkpost,113,38,Male,Expired,Yes,Bridge,20.46140504611798,78.73324835010706,0,2907
Telangana,Unknown,2020,July,Monday,12:31,Serious,5,Pedestrian,7,5,Foggy,Village Road,Under Construction,Dawn,Signals,69,56,Female,Expired,Yes,Straight Road,20.408708138601764,79.20529032611486,0,2907
Jammu and Kashmir,Unknown,2021,May,Wednesday,22:43,Fatal,4,Bus,5,1,Clear,National Highway,Wet,Dusk,Signals,30,62,Male,Valid,No,Straight Road,20.319667287844183,79.21851582934625,0,2907
Rajasthan,Jaipur,2022,August,Tuesday,4:24,Minor,2,Pedestrian,4,4,Clear,State Highway,Under Construction,Dark,Signs,107,24,Female,Valid,No,Straight Road,26.745903812832125,74.02466951356227,1,93
Himachal Pradesh,Unknown,2020,September,Tuesday,16:43,Minor,1,Pedestrian,2,0,Stormy,Urban Road,Under Construction,Daylight,Signals,60,52,Female,Expired,No,Curve,20.40877172987376,79.1711578588371,0,2907
Jharkhand,Unknown,2020,September,Monday,21:52,Minor,1,Truck,0,1,Foggy,Urban Road,Wet,Daylight,,119,39,Female,Expired,Yes,Intersection,20.394640519822538,79.18964914521897,0,2907
Himachal Pradesh,Unknown,2023,September,Tuesday,9:46,Fatal,5,Pedestrian,5,0,Foggy,Village Road,Wet,Daylight,,43,35,Female,,Yes,Straight Road,20.731510625510968,79.24084305014829,0,2907
Punjab,Unknown,2020,June,Tuesday,6:1,Minor,3,Cycle,5,5,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,108,38,Female,Expired,No,Intersection,20.540436066889566,78.70847826263774,0,2907
Delhi,Dwarka,2021,June,Wednesday,17:21,Serious,2,Bus,10,4,Hazy,Village Road,Under Construction,Dusk,Police Checkpost,38,25,Male,,No,Straight Road,20.683077018817073,79.06437372051882,0,2907
Sikkim,Unknown,2022,December,Thursday,22:34,Minor,3,Auto-Rickshaw,8,0,Rainy,Village Road,Damaged,Daylight,,87,18,Male,Expired,Yes,Curve,20.82165273205795,78.79627671398026,0,2907
Bihar,Unknown,2020,February,Saturday,20:55,Serious,1,Truck,7,2,Foggy,Village Road,Damaged,Dusk,Police Checkpost,58,53,Male,Expired,No,Curve,25.34880584142711,85.03765390066579,0,2907
Kerala,Unknown,2018,March,Wednesday,2:43,Fatal,2,Auto-Rickshaw,10,1,Stormy,Urban Road,Damaged,Dusk,Signals,112,31,Female,Expired,No,Curve,20.745807574185562,78.66396047980876,0,2907
Goa,Unknown,2019,December,Wednesday,14:41,Serious,2,Cycle,0,3,Stormy,State Highway,Dry,Dusk,Signs,92,30,Male,,No,Straight Road,20.88060567609646,78.77197072559271,0,2907
Karnataka,Mysore,2020,August,Monday,7:7,Minor,3,Truck,2,1,Stormy,State Highway,Damaged,Daylight,Signs,107,44,Female,,Yes,Bridge,15.018738213239287,75.97913752520127,0,2907
Goa,Unknown,2020,February,Monday,1:57,Serious,1,Cycle,10,2,Clear,State Highway,Dry,Dark,Signs,102,68,Male,Valid,No,Bridge,20.826798680761712,78.72961851908443,0,2907
Sikkim,Unknown,2022,May,Thursday,11:16,Minor,1,Two-Wheeler,7,1,Stormy,National Highway,Damaged,Dark,Signs,66,33,Female,Valid,Yes,Curve,20.72548998836288,78.71285207734495,0,2907
Nagaland,Unknown,2022,February,Tuesday,6:0,Minor,5,Truck,10,4,Clear,National Highway,Damaged,Dawn,Police Checkpost,87,43,Female,Valid,No,Intersection,20.499143379299017,78.68253208646496,0,2907
Meghalaya,Unknown,2020,December,Friday,1:35,Fatal,1,Car,6,3,Stormy,State Highway,Dry,Dark,,56,62,Female,,Yes,Straight Road,20.38081705900948,79.20915918217247,0,2907
Haryana,Unknown,2022,March,Friday,22:32,Serious,5,Auto-Rickshaw,9,4,Stormy,Urban Road,Damaged,Dawn,,120,21,Female,Valid,Yes,Intersection,20.80589548738565,79.24919244315674,0,2907
Sikkim,Unknown,2023,October,Sunday,5:28,Serious,5,Pedestrian,1,4,Clear,Urban Road,Under Construction,Dawn,Signs,64,35,Male,,Yes,Bridge,20.78039547734905,79.07214356473575,0,2907
Telangana,Unknown,2022,September,Tuesday,11:9,Minor,3,Cycle,3,5,Rainy,Village Road,Damaged,Dark,Signals,59,68,Male,Valid,No,Bridge,20.698099606375646,78.76750082868215,0,2907
Manipur,Unknown,2022,April,Saturday,7:34,Serious,3,Truck,4,1,Rainy,Village Road,Damaged,Dawn,Signs,59,53,Female,,Yes,Intersection,20.635870498898946,78.96405329081601,0,2907
Tamil Nadu,Coimbatore,2022,April,Sunday,7:32,Serious,4,Bus,1,4,Hazy,Urban Road,Under Construction,Dark,Signs,34,43,Male,Expired,Yes,Intersection,10.921713389732481,78.52575056003059,0,2907
Punjab,Unknown,2021,July,Thursday,15:42,Serious,4,Two-Wheeler,6,2,Foggy,Urban Road,Wet,Dawn,Police Checkpost,88,49,Male,Expired,No,Straight Road,20.79370218946758,79.20491015956193,0,2907
Jharkhand,Unknown,2019,March,Wednesday,3:58,Fatal,4,Truck,7,2,Hazy,Urban Road,Under Construction,Dawn,Signs,106,19,Female,Expired,No,Straight Road,20.863947858530928,78.82736932298371,0,2907
Mizoram,Unknown,2020,January,Thursday,13:35,Minor,5,Pedestrian,8,2,Clear,Urban Road,Under Construction,Dusk,Signals,115,56,Female,,Yes,Curve,20.337849096389576,79.12400343149675,0,2907
Kerala,Unknown,2023,May,Wednesday,17:30,Serious,1,Two-Wheeler,5,3,Rainy,Urban Road,Dry,Dark,Signs,89,35,Female,Expired,Yes,Straight Road,20.449052415572478,79.11672151438032,0,2907
Sikkim,Unknown,2021,December,Sunday,19:59,Serious,5,Truck,2,4,Stormy,Urban Road,Wet,Daylight,Signals,69,55,Male,,No,Intersection,20.388672396900084,79.10210379176928,0,2907
Puducherry,Unknown,2023,October,Thursday,5:8,Minor,3,Bus,2,1,Stormy,National Highway,Damaged,Daylight,Police Checkpost,119,35,Female,Valid,No,Bridge,20.56481563468061,78.77432996124566,0,2907
Manipur,Unknown,2023,August,Sunday,8:51,Serious,4,Truck,1,0,Stormy,Village Road,Damaged,Dark,Signals,102,27,Female,Valid,Yes,Curve,20.769885253776202,79.07040990395197,0,2907
Punjab,Unknown,2020,July,Wednesday,10:22,Fatal,1,Cycle,7,0,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,101,70,Female,Expired,No,Bridge,20.53389716613615,78.7238137412654,0,2907
Madhya Pradesh,Unknown,2018,April,Saturday,14:41,Fatal,1,Truck,8,1,Stormy,Village Road,Wet,Dusk,Signals,80,47,Male,Valid,Yes,Intersection,22.810976683294196,78.8972285460328,0,2907
Himachal Pradesh,Unknown,2022,October,Monday,1:45,Serious,2,Bus,2,2,Hazy,National Highway,Damaged,Dark,Signs,94,56,Female,Expired,No,Intersection,20.892256726222964,79.2146495340483,0,2907
Gujarat,Surat,2020,October,Sunday,14:17,Fatal,1,Pedestrian,8,4,Stormy,State Highway,Damaged,Daylight,,55,28,Female,Expired,Yes,Bridge,21.9761675885577,71.43311673149788,0,2907
Goa,Unknown,2020,April,Tuesday,12:19,Minor,5,Car,7,4,Foggy,National Highway,Under Construction,Dawn,Signals,73,38,Female,Expired,No,Curve,20.33184519543331,79.04673194687265,0,2907
Karnataka,Mysore,2021,October,Sunday,2:31,Serious,1,Two-Wheeler,7,2,Stormy,Village Road,Under Construction,Dark,Signs,67,58,Male,Valid,Yes,Straight Road,15.441198190075337,75.46534195262208,0,2907
Telangana,Unknown,2019,July,Friday,21:14,Minor,1,Truck,10,1,Rainy,Urban Road,Wet,Dark,Police Checkpost,72,49,Female,Valid,Yes,Intersection,20.618602084352336,78.92633030563763,0,2907
Rajasthan,Jodhpur,2021,March,Monday,15:23,Fatal,2,Cycle,10,0,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,114,39,Male,Valid,Yes,Intersection,27.318940573574224,73.98423183536697,1,93
Arunachal Pradesh,Unknown,2018,September,Tuesday,15:1,Fatal,5,Bus,0,1,Stormy,Urban Road,Wet,Dusk,Police Checkpost,37,24,Female,,Yes,Straight Road,20.785161665672234,78.99734883174966,0,2907
Meghalaya,Unknown,2018,December,Wednesday,16:28,Serious,1,Car,3,0,Clear,Village Road,Dry,Daylight,Signals,73,67,Female,Expired,Yes,Intersection,20.318508682278438,78.80893898949253,0,2907
Himachal Pradesh,Unknown,2020,July,Monday,13:46,Serious,3,Bus,10,1,Stormy,Urban Road,Dry,Dusk,Signals,100,56,Female,,Yes,Bridge,20.52611149327332,78.80531647583963,0,2907
Jammu and Kashmir,Unknown,2023,April,Sunday,18:27,Fatal,1,Bus,3,1,Clear,National Highway,Under Construction,Dawn,,32,62,Male,Expired,Yes,Bridge,20.31643879880538,79.21430811981914,0,2907
Chhattisgarh,Unknown,2020,January,Saturday,3:52,Minor,5,Pedestrian,5,4,Hazy,State Highway,Under Construction,Dark,Police Checkpost,38,70,Male,,No,Bridge,20.359612185806842,79.24139131051848,0,2907
Delhi,Dwarka,2022,January,Wednesday,22:53,Minor,1,Truck,10,5,Hazy,Village Road,Dry,Dusk,,104,35,Male,Expired,No,Straight Road,20.337296668563233,78.95997091683225,0,2907
Puducherry,Unknown,2019,April,Sunday,10:56,Serious,4,Bus,6,2,Clear,State Highway,Wet,Dark,Police Checkpost,96,36,Male,,No,Curve,20.797600277771785,78.76946062363379,0,2907
Delhi,Dwarka,2019,November,Friday,0:37,Serious,5,Auto-Rickshaw,6,1,Stormy,National Highway,Under Construction,Daylight,Signs,91,54,Female,Valid,Yes,Straight Road,20.674593596933644,78.92199860984505,0,2907
Jharkhand,Unknown,2020,December,Tuesday,14:3,Serious,3,Car,3,3,Rainy,State Highway,Under Construction,Daylight,Signs,63,27,Male,Valid,Yes,Intersection,20.777215320018485,79.0438997092404,0,2907
Delhi,New Delhi,2019,June,Wednesday,15:46,Minor,3,Bus,2,5,Rainy,State Highway,Dry,Dusk,Signals,118,21,Female,Valid,Yes,Curve,20.30376288229411,78.77965774173269,0,2907
Andhra Pradesh,Visakhapatnam,2019,October,Thursday,20:34,Minor,3,Car,3,5,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,55,24,Female,Valid,Yes,Bridge,15.618819972741063,80.0248096728698,0,2907
Punjab,Unknown,2020,September,Wednesday,0:37,Fatal,3,Bus,0,5,Rainy,Urban Road,Damaged,Dark,Police Checkpost,90,37,Female,Expired,No,Curve,20.575497163914186,79.19090608798646,0,2907
Sikkim,Unknown,2020,January,Thursday,21:32,Serious,3,Auto-Rickshaw,5,1,Foggy,Urban Road,Wet,Dawn,Signals,75,52,Male,,Yes,Straight Road,20.497664650867275,79.01198955080375,0,2907
Rajasthan,Udaipur,2018,January,Monday,19:53,Fatal,3,Two-Wheeler,5,3,Clear,Village Road,Dry,Daylight,,95,24,Male,Valid,Yes,Straight Road,27.044659007219888,74.3988941876648,1,93
Uttar Pradesh,Varanasi,2022,December,Monday,12:29,Minor,2,Truck,10,4,Hazy,Village Road,Wet,Dusk,Police Checkpost,117,51,Female,,Yes,Straight Road,26.88507187955152,80.89518929722533,0,2907
Chhattisgarh,Unknown,2019,December,Wednesday,1:3,Serious,4,Auto-Rickshaw,1,0,Stormy,National Highway,Wet,Dark,Police Checkpost,77,37,Male,,No,Straight Road,20.369814880449105,79.1108167852776,0,2907
Uttar Pradesh,Varanasi,2021,October,Saturday,3:39,Fatal,3,Pedestrian,8,0,Stormy,National Highway,Dry,Dawn,Signs,75,49,Female,,Yes,Curve,27.11414278358076,81.03272371446866,0,2907
Telangana,Unknown,2019,April,Saturday,0:14,Minor,4,Cycle,8,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,95,26,Female,Valid,No,Intersection,20.36415774283184,78.83735730670975,0,2907
Mizoram,Unknown,2019,September,Saturday,10:10,Serious,4,Auto-Rickshaw,4,1,Hazy,Urban Road,Under Construction,Dark,,57,52,Male,Expired,No,Intersection,20.61566753593053,78.72552659295359,0,2907
Jharkhand,Unknown,2020,July,Wednesday,16:37,Serious,1,Cycle,0,0,Clear,Urban Road,Wet,Dawn,Signals,87,45,Male,,No,Intersection,20.519451169770733,79.11659215590808,0,2907
Karnataka,Bangalore,2022,February,Wednesday,0:25,Minor,1,Cycle,0,5,Rainy,National Highway,Under Construction,Dusk,,72,38,Female,Expired,Yes,Straight Road,15.380157889534718,75.85819406390328,0,2907
Meghalaya,Unknown,2021,February,Wednesday,4:22,Fatal,5,Truck,7,2,Hazy,Village Road,Wet,Dark,Signs,70,63,Female,Valid,No,Straight Road,20.404498018260615,79.08947183639297,0,2907
Chandigarh,Unknown,2019,November,Thursday,10:51,Minor,2,Cycle,4,4,Foggy,Urban Road,Damaged,Dusk,,39,44,Male,,Yes,Straight Road,20.300703993747593,79.24183446371644,0,2907
Uttarakhand,Unknown,2022,July,Monday,13:15,Fatal,2,Truck,8,2,Hazy,Village Road,Dry,Dusk,Signals,98,54,Female,Expired,Yes,Intersection,20.536376090400136,79.09315469666812,0,2907
Tripura,Unknown,2020,October,Thursday,3:11,Minor,1,Truck,2,5,Hazy,Village Road,Under Construction,Daylight,Signs,119,64,Female,,No,Intersection,20.6144552314105,78.67243599125513,0,2907
Sikkim,Unknown,2019,November,Thursday,8:1,Serious,3,Auto-Rickshaw,4,5,Foggy,Village Road,Damaged,Daylight,Signals,68,64,Male,Valid,Yes,Intersection,20.8249887955419,78.93802031675546,0,2907
Odisha,Unknown,2023,August,Thursday,8:19,Fatal,2,Two-Wheeler,8,1,Foggy,Village Road,Damaged,Daylight,,112,59,Male,Expired,Yes,Curve,20.709703082369188,78.9096158515641,0,2907
Odisha,Unknown,2020,November,Wednesday,5:40,Minor,2,Car,2,5,Clear,Urban Road,Under Construction,Dark,Police Checkpost,77,21,Female,,No,Intersection,20.601016019989366,78.72883898092469,0,2907
Haryana,Unknown,2020,April,Sunday,13:29,Serious,3,Cycle,6,5,Rainy,Urban Road,Dry,Dusk,Signals,36,56,Female,,Yes,Intersection,20.596229648842222,78.83511392309833,0,2907
Jharkhand,Unknown,2019,May,Monday,22:18,Minor,5,Pedestrian,2,5,Hazy,National Highway,Under Construction,Dark,Signals,80,32,Female,,Yes,Bridge,20.428430409752952,78.87695968972493,0,2907
Goa,Unknown,2019,July,Thursday,10:0,Minor,3,Two-Wheeler,5,4,Rainy,Village Road,Damaged,Dusk,Police Checkpost,80,58,Male,,No,Intersection,20.797072329516077,79.10632097276273,0,2907
Rajasthan,Udaipur,2019,March,Saturday,15:53,Minor,1,Cycle,2,0,Hazy,Village Road,Dry,Dawn,Signals,53,24,Male,Valid,No,Bridge,26.93631265754914,74.45031676979342,1,93
Rajasthan,Udaipur,2020,October,Tuesday,21:1,Minor,3,Auto-Rickshaw,4,1,Foggy,National Highway,Under Construction,Dark,,31,18,Female,Valid,No,Straight Road,26.740822523266342,73.98219484451417,1,93
Manipur,Unknown,2021,April,Thursday,5:32,Fatal,2,Car,3,0,Rainy,Urban Road,Dry,Daylight,Signals,74,35,Female,Expired,No,Intersection,20.67520277056741,79.1623918589429,0,2907
Rajasthan,Udaipur,2021,July,Sunday,9:58,Minor,1,Two-Wheeler,8,5,Clear,Village Road,Wet,Dawn,,107,23,Male,Valid,No,Curve,27.154464662455922,74.03772188313093,1,93
Puducherry,Unknown,2018,January,Thursday,21:50,Fatal,3,Auto-Rickshaw,5,3,Clear,National Highway,Under Construction,Dusk,Police Checkpost,95,21,Female,Expired,Yes,Curve,20.616952046688105,79.01652324718548,0,2907
Andhra Pradesh,Visakhapatnam,2019,December,Wednesday,13:8,Fatal,1,Truck,3,1,Stormy,Village Road,Damaged,Dusk,,81,58,Male,Valid,Yes,Straight Road,15.69734704853721,79.72957366156892,0,2907
Chandigarh,Unknown,2019,November,Sunday,19:43,Serious,1,Car,10,3,Foggy,State Highway,Dry,Dusk,Signals,56,64,Female,,Yes,Bridge,20.360975676731826,78.95295331581107,0,2907
Punjab,Unknown,2020,February,Saturday,13:28,Fatal,2,Two-Wheeler,7,4,Rainy,Village Road,Dry,Daylight,Signals,62,54,Male,Valid,No,Straight Road,20.449128509474452,79.09453167775047,0,2907
Kerala,Unknown,2022,July,Thursday,7:31,Fatal,1,Cycle,5,1,Rainy,Village Road,Dry,Dusk,Signals,43,70,Female,Expired,Yes,Curve,20.552841989291093,78.75504104433661,0,2907
Tripura,Unknown,2022,September,Wednesday,12:7,Minor,1,Truck,0,2,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,117,57,Male,Expired,Yes,Curve,20.68630968185629,78.8530323748634,0,2907
Delhi,New Delhi,2022,March,Tuesday,23:47,Minor,4,Pedestrian,2,0,Stormy,Urban Road,Dry,Dusk,,45,66,Male,Expired,Yes,Straight Road,20.43258046702836,78.91496186854611,0,2907
Chhattisgarh,Unknown,2021,February,Sunday,9:52,Fatal,2,Cycle,3,3,Rainy,National Highway,Wet,Dark,Signs,119,69,Female,Expired,No,Straight Road,20.44551683537247,78.76730273837553,0,2907
Kerala,Unknown,2023,September,Friday,20:48,Fatal,5,Truck,1,0,Hazy,State Highway,Wet,Daylight,Police Checkpost,34,38,Female,Valid,Yes,Straight Road,20.67935457276265,78.68684953381738,0,2907
Maharashtra,Mumbai,2018,June,Saturday,21:29,Fatal,2,Cycle,8,5,Hazy,State Highway,Wet,Dark,Police Checkpost,85,41,Male,Valid,No,Bridge,19.5141304228358,75.83318172772034,0,2907
Tripura,Unknown,2022,June,Sunday,8:53,Fatal,2,Two-Wheeler,3,5,Hazy,State Highway,Wet,Dawn,Signals,111,65,Male,Valid,Yes,Bridge,20.49798276636793,78.72838658101524,0,2907
Andhra Pradesh,Tirupati,2020,March,Sunday,6:45,Serious,4,Truck,5,2,Hazy,National Highway,Wet,Daylight,Signals,88,21,Male,Expired,No,Straight Road,15.917512951280894,79.64818717120339,0,2907
Nagaland,Unknown,2023,December,Monday,10:23,Fatal,3,Pedestrian,7,5,Foggy,Urban Road,Under Construction,Dawn,Police Checkpost,89,64,Male,Valid,No,Intersection,20.817562027143705,78.77390430531314,0,2907
Arunachal Pradesh,Unknown,2018,May,Monday,9:9,Fatal,1,Two-Wheeler,5,2,Clear,National Highway,Under Construction,Dusk,Police Checkpost,37,31,Male,Valid,Yes,Straight Road,20.707703564405044,78.89440145655941,0,2907
Goa,Unknown,2021,April,Friday,12:1,Fatal,5,Truck,1,3,Rainy,State Highway,Wet,Dusk,Police Checkpost,84,51,Male,,Yes,Curve,20.859155761261732,79.10456638066827,0,2907
